Concurso;Data do Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;Bola6;Ganhadores 6 acertos;Rateio 6 acertos;Ganhadores 5 acertos;Rateio 5 acertos;Ganhadores 4 acertos;Rateio 4 acertos;Acumulado 6 acertos;Arrecadação Total;Estimativa prêmio;Acumulado Sorteio Especial Mega da Virada
1410;28072012;18;29;40;42;50;54;0;0;70;4,837,246.00;6917;69932;345,259,016.00;57,836,634.00;42,000,000.00;3,017,864,172.00
1411;1082012;8;12;32;44;46;48;2;2,150,564,636.00;360;1,279,543.00;21016;31311;0;78,679,980.00;3,000,000.00;3,139,084,047.00
1412;4082012;6;8;24;37;41;45;1;328,851,309.00;103;1,733,197.00;6893;36998;0;30,492,424.00;2,000,000.00;3,186,062,806.00
1413;7082012;13;15;33;45;54;55;0;0;70;1,267,264.00;3887;32602;163,410,426.00;15,152,076.00;4,000,000.00;3,209,407,154.00
1414;9082012;21;37;44;46;49;57;0;0;36;4,184,878.00;3349;64264;1,850,237,763.00;25,733,096.00;22,000,000.00;324,905,336.00
1415;11082012;26;36;40;46;49;51;0;0;39;6,107,563.00;3766;90355;2,289,017,988.00;40,685,478.00;28,000,000.00;3,311,736,251.00
1416;15082012;3;19;22;24;35;49;2;1,419,209,149.00;206;1,447,796.00;14457;29471;0;50,942,620.00;2,500,000.00;3,390,222,011.00
1417;18082012;5;12;45;52;56;59;4;7,739,323.00;83;2,024,746.00;6383;37611;0;28,704,854.00;2,000,000.00;3,434,446,715.00
1418;22082012;7;8;10;12;27;56;0;0;188;763,707.00;11107;18466;264,483,754.00;24,524,004.00;5,600,000.00;347,223,011.00
1419;25082012;17;21;30;48;52;58;0;0;56;321,914.00;3828;67275;1,787,276,948.00;30,791,774.00;22,000,000.00;3,519,670,069.00
1420;29082012;2;11;16;18;36;45;0;0;129;1,872,393.00;9189;3755;2,232,216,567.00;41,256,602.00;28,000,000.00;3,583,232,873.00
1421;1092012;19;31;39;44;53;59;1;2,770,060,977.00;142;2,056,145.00;8046;51839;0;49,871,110.00;2,500,000.00;3,660,067,791.00
1422;5092012;2;5;13;17;39;44;1;266,224,382.00;250;578,087.00;12007;17194;0;24,685,402.00;2,000,000.00;3,698,099,847.00
1423;8092012;3;8;21;25;27;43;3;72,981,996.00;187;635,596.00;8340;20359;0;20,301,558.00;2,000,000.00;3,729,377,846.00
1424;12092012;3;7;15;29;38;60;0;0;83;1,645,838.00;6625;29456;1,332,527,746.00;23,333,070.00;17,000,000.00;3,765,326,405.00
1425;15092012;7;16;29;36;38;50;1;1,753,453,897.00;82;2,786,619.00;6460;50531;0;39,029,976.00;2,000,000.00;3,825,458,713.00
1426;19092012;6;15;18;24;30;44;0;0;67;1,968,718.00;5957;31632;242,981,306.00;22,530,210.00;5,500,000.00;3,860,170,329.00
1427;22092012;8;39;44;47;53;56;0;0;73;2,332,246.00;4824;50418;556,606,941.00;29,080,638.00;9,000,000.00;3,904,973,992.00
1428;26092012;7;15;19;34;37;55;1;882,604,059.00;204;867,499.00;9777;25858;0;30,227,772.00;2,000,000.00;395,154,501.00
1429;29092012;9;12;22;39;48;60;0;0;59;2,525,936.00;4805;44308;1,266,452,603.00;25,455,478.00;16,000,000.00;3,990,763,498.00
1430;3102012;2;19;22;30;46;52;0;0;87;2,631,037.00;6685;48915;1,688,110,904.00;39,097,864.00;22,000,000.00;4,051,000,401.00
1431;6102012;5;9;13;33;40;54;0;0;278;1,043,548.00;17721;23386;2,222,517,132.00;49,552,308.00;28,000,000.00;4,127,344,149.00
1432;10102012;16;24;25;42;45;59;0;0;124;2,479,219.00;10268;42771;2,788,822,983.00;52,510,170.00;35,000,000.00;4,208,244,986.00
1433;13102012;4;13;14;40;46;52;1;3,390,551,749.00;124;2,634,296.00;9358;49866;0;55,794,726.00;2,000,000.00;4,294,206,239.00
1434;17102012;3;18;22;34;55;58;2;135,238,047.00;116;1,265,775.00;6335;3311;0;25,079,638.00;19,000,000.00;4,332,845,682.00
1435;20102012;4;15;45;47;50;52;0;0;93;2,616,543.00;6915;50271;195,341,665.00;41,564,024.00;25,000,000.00;4,396,882,122.00
1436;24102012;1;13;23;24;30;57;0;0;127;2,121,815.00;9275;41504;2,449,809,524.00;46,027,556.00;30,000,000.00;4,467,795,392.00
1437;27102012;22;23;26;37;38;48;0;0;107;3,331,144.00;8856;57496;3,106,395,559.00;60,881,314.00;38,000,000.00;4,561,593,398.00
1438;31102012;7;14;31;33;36;49;2;1,924,037,733.00;712;565,486.00;19524;2946;0;68,771,562.00;2,500,000.00;4,667,547,671.00
1439;3112012;2;34;35;42;43;55;0;0;45;3,238,725.00;3961;52563;1,909,916,519.00;24,893,922.00;25,000,000.00;4,705,900,986.00
1440;7112012;2;6;28;36;51;56;1;244,056,051.00;148;1,946,378.00;11068;37181;0;49,203,458.00;2,000,000.00;4,781,707,271.00
1441;10112012;17;29;36;38;53;56;0;0;66;2,616,575.00;5471;45093;318,120,348.00;29,497,406.00;6,700,000.00;4,827,153,035.00
1442;14112012;12;13;20;30;34;49;0;0;80;2,519,819.00;6274;459;689,462,079.00;34,432,308.00;11,000,000.00;4,880,201,855.00
1443;17112012;12;20;32;48;52;54;0;0;72;2,922,838.00;5984;50239;1,077,122,706.00;35,945,462.00;15,000,000.00;4,935,581,946.00
1444;21112012;2;5;27;28;48;55;0;0;175;1,302,124.00;11165;29156;2,771,334,032.00;38,922,186.00;32,000,000.00;4,995,548,187.00
1445;24112012;5;19;32;41;49;58;1;3,388,341,057.00;133;2,518,396.00;10497;45583;0;57,211,388.00;2,500,000.00;508,369,205.00
1446;28112012;6;13;24;32;40;51;1;263,904,077.00;87;1,646,692.00;5521;37069;0;24,470,254.00;2,500,000.00;5,121,392,634.00
1447;1122012;1;19;28;33;39;41;0;0;51;3,204,096.00;4339;538;30,101,635.00;27,911,454.00;6,000,000.00;5,164,394,971.00
1448;5122012;1;25;29;36;56;60;0;0;83;2,189,801.00;6212;41797;635,825,443.00;31,044,854.00;10,000,000.00;5,212,224,843.00
1449;8122012;2;6;18;30;52;56;0;0;116;1,851,769.00;8481;36182;2,233,618,415.00;36,690,336.00;27,000,000.00;5,268,752,539.00
1450;12122012;26;27;31;38;44;45;0;0;88;3,088,814.00;7146;54339;2,734,331,377.00;46,428,132.00;33,000,000.00;5,340,282,963.00
1451;15122012;2;10;11;33;52;57;0;0;164;1,919,154.00;12868;34941;3,314,117,959.00;53,760,158.00;40,000,000.00;5,423,109,619.00
1452;18122012;2;14;28;50;57;58;0;0;60;3,650,489.00;5878;53232;3,717,593,017.00;37,411,840.00;41,000,000.00;5,480,748,915.00
1453;20122012;6;13;25;32;47;57;0;0;282;1,073,425.00;14237;30374;4,275,208,824.00;51,704,394.00;48,000,000.00;5,560,408,317.00
1454;22122012;4;27;29;41;48;52;0;0;144;2,388,332.00;11007;44636;12,241,167,125.00;58,744,064.00;230,000,000.00;12,241,167,125.00
1455;31122012;14;32;33;36;41;52;3;8,159,469,972.00;1368;2,741,318.00;113258;47301;0;640,548,924.00;2,500,000.00;0
1456;2012013;6;8;14;26;36;40;0;0;24;2,971,302.00;2685;37941;131,362,795.00;12,180,490.00;3,500,000.00;18,766,116.00
1457;5012013;15;16;34;42;46;59;0;0;96;1,874,879.00;6867;37443;462,920,283.00;30,743,352.00;7,500,000.00;66,131,473.00
1458;9012013;2;4;16;33;44;51;0;0;134;1,535,812.00;9515;30898;842,023,324.00;35,151,968.00;13,000,000.00;120,289,051.00
1459;12012013;2;6;30;34;35;52;1;1,324,620,209.00;147;1,782,185.00;11563;32366;0;44,748,336.00;13,000,000.00;189,231,464.00
1460;16012013;4;14;27;38;50;52;0;0;103;2,092,578.00;7074;43526;1,229,657,451.00;36,815,066.00;17,000,000.00;245,951,328.00
1461;19012013;31;36;44;47;49;54;0;0;99;2,707,755.00;6683;57302;1,723,466,508.00;45,787,974.00;23,000,000.00;31,649,548.00
1462;23012013;5;9;25;27;38;40;1;2,247,080,348.00;392;725,121.00;12264;3311;0;48,551,594.00;2,000,000.00;391,297,458.00
1463;26012013;13;22;28;29;40;48;0;0;46;3,528,398.00;4520;51297;298,985,291.00;27,723,126.00;6,000,000.00;434,009,643.00
1464;30012013;2;24;32;50;54;59;0;0;76;2,349,523.00;5570;45797;1,911,700,446.00;30,500,016.00;25,000,000.00;4,810,001.00
1465;2022013;6;11;16;26;44;53;0;0;117;2,329,561.00;7939;49045;2,413,782,157.00;46,555,048.00;30,000,000.00;55,272,606.00
1466;6022013;4;6;13;34;37;51;1;2,987,325,483.00;213;1,461,747.00;15287;29095;0;53,181,258.00;3,000,000.00;634,660,823.00
1467;9022013;23;24;26;41;52;53;1;309,708,096.00;75;2,241,697.00;3925;61192;0;28,717,388.00;1,500,000.00;678,904,838.00
1468;13022013;1;2;10;19;20;37;1;154,249,177.00;179;467,795.00;6493;18423;0;14,302,608.00;2,000,000.00;700,940,435.00
1469;16022013;4;13;35;54;56;58;0;0;105;1,523,181.00;6920;33016;1,447,539,497.00;27,317,922.00;19,000,000.00;743,028,335.00
1470;20022013;2;34;36;38;51;55;2;943,816,239.00;172;1,388,998.00;9203;37085;0;40,807,202.00;3,000,000.00;805,898,762.00
1471;23022013;10;25;33;36;40;58;0;0;92;1,777,013.00;5159;4527;301,156,917.00;27,924,488.00;6,500,000.00;848,921,181.00
1472;27022013;12;18;23;25;45;50;0;0;130;1,356,389.00;7002;35975;62,597,639.00;30,118,576.00;10,000,000.00;895,323,964.00
1473;2032013;2;12;33;57;58;60;0;0;121;1,842,891.00;8300;3838;1,036,747,095.00;38,088,322.00;15,000,000.00;954,005,494.00
1474;6032013;1;2;3;11;28;43;1;1,474,257,293.00;158;1,503,199.00;11838;28661;0;40,567,716.00;16,000,000.00;1,016,506,953.00
1475;9032013;12;13;37;44;48;51;1;161,792,446.00;111;2,027,736.00;9065;3547;0;38,445,112.00;3,000,000.00;1,075,738,179.00
1476;13032013;4;10;26;37;47;57;0;0;58;2,581,912.00;4681;45701;275,856,878.00;25,578,566.00;7,000,000.00;1,115,146,306.00
1477;16032013;3;4;46;50;56;59;0;0;58;335,274.00;4036;6883;634,070,688.00;33,215,034.00;10,000,000.00;1,166,319,709.00
1478;20032013;10;27;37;40;47;55;0;0;56;3,571,633.00;4924;58028;1,002,512,783.00;34,163,442.00;15,000,000.00;1,218,954,295.00
1479;23032013;21;48;50;54;57;60;0;0;59;4,056,443.00;5006;68298;2,611,271,484.00;40,879,372.00;32,000,000.00;1,281,935,912.00
1480;27032013;9;14;21;26;36;52;1;3,161,820,279.00;151;1,979,267.00;11395;37468;0;51,049,112.00;2,500,000.00;1,360,585,742.00
1481;30032013;17;27;28;40;44;55;0;0;46;2,813,297.00;3154;58615;238,389,876.00;22,104,474.00;5,200,000.00;1,394,641,438.00
1482;3042013;6;9;11;34;41;53;0;0;79;2,078,222.00;5433;43169;540,825,878.00;28,043,090.00;9,000,000.00;1,437,846,582.00
1483;6042013;1;35;39;53;55;56;0;0;53;387,507.00;4817;60908;919,155,117.00;35,080,218.00;13,000,000.00;1,491,893,618.00
1484;10042013;17;20;24;29;49;53;0;0;85;2,568,065.00;7114;43834;2,497,825,424.00;37,284,786.00;30,000,000.00;1,549,337,166.00
1485;13042013;4;27;30;36;54;59;0;0;212;1,457,586.00;12408;35577;3,067,050,992.00;52,780,898.00;37,000,000.00;1,630,655,106.00
1486;17042013;1;6;10;34;40;54;1;3,713,752,471.00;174;2,017,624.00;12128;41352;0;59,964,778.00;2,500,000.00;1,723,041,034.00
1487;20042013;4;9;17;23;28;53;0;0;198;806,223.00;9593;23772;294,058,952.00;27,266,336.00;6,500,000.00;1,765,049,457.00
1488;24042013;4;22;25;38;45;51;1;609,226,798.00;144;1,188,133.00;7105;344;0;29,223,638.00;2,800,000.00;1,810,073,436.00
1489;27042013;1;15;24;26;28;48;1;286,724,135.00;86;1,809,887.00;5462;40709;0;26,586,222.00;17,000,000.00;1,851,034,029.00
1490;2052013;1;3;31;32;43;52;0;0;73;2,693,464.00;4902;57301;1,689,666,204.00;33,584,654.00;20,500,000.00;1,902,776,893.00
1491;4052013;6;26;45;50;56;60;0;0;74;3,144,292.00;5450;6099;2,118,282,787.00;39,743,064.00;25,000,000.00;1,964,007,834.00
1492;8052013;4;9;18;44;46;48;1;2,646,070,733.00;232;1,234,972.00;12719;3218;0;48,938,634.00;2,400,000.00;2,039,406,114.00
1493;11052013;7;12;24;27;30;49;2;147,176,439.00;137;1,166,362.00;9075;25154;0;27,293,590.00;2,500,000.00;2,081,456,527.00
1494;15052013;2;14;24;28;35;50;0;0;68;2,054,292.00;5746;3473;1,432,934,531.00;23,860,410.00;19,000,000.00;2,118,217,542.00
1495;18052013;4;13;14;44;49;57;0;0;140;1,689,984.00;9828;34391;1,868,772,413.00;40,412,652.00;24,000,000.00;2,180,480,099.00
1496;22052013;14;18;28;41;47;54;0;0;106;2,544,639.00;8337;46219;2,365,646,587.00;46,072,184.00;29,000,000.00;2,251,462,125.00
1497;25052013;4;5;7;27;45;58;0;0;252;1,168,501.00;17540;23982;2,908,076,861.00;50,296,330.00;34,500,000.00;2,328,952,166.00
1498;29052013;6;11;27;40;46;49;0;0;237;1,463,695.00;14820;33438;3,547,095,242.00;59,252,370.00;43,000,000.00;2,420,240,507.00
1499;1062013;8;22;26;33;37;54;1;4,303,661,707.00;295;1,392,229.00;18276;32103;0;70,151,904.00;22,000,000.00;2,528,321,432.00
1500;5062013;10;18;31;43;57;59;1;2,261,017,937.00;81;3,059,843.00;7055;50186;0;42,334,170.00;3,000,000.00;2,593,544,412.00
1501;8062013;1;7;13;29;37;54;1;314,471,824.00;238;717,283.00;11210;21755;0;29,159,100.00;3,000,000.00;263,846,896.00
1502;12062013;6;22;43;51;52;57;0;0;48;3,168,804.00;3580;60695;280,188,958.00;25,980,254.00;6,000,000.00;2,678,495,956.00
1503;15062013;3;4;16;22;36;42;0;0;111;1,642,717.00;8448;30834;616,081,394.00;31,145,306.00;10,000,000.00;2,726,480,591.00
1504;19062013;2;10;12;30;41;42;0;0;74;2,504,542.00;5957;44446;2,043,990,082.00;31,656,794.00;25,000,000.00;277,525,326.00
1505;22062013;1;2;6;9;16;32;0;0;263;91,519.00;15199;22623;2,487,375,607.00;41,112,500.00;29,500,000.00;283,859,405.00
1506;26062013;3;14;18;34;42;49;0;0;182;136,812.00;10892;32658;2,946,055,782.00;42,530,682.00;35,000,000.00;2,904,119,791.00
1507;29062013;24;46;50;51;52;56;0;0;93;3,429,363.00;7021;64893;3,533,559,846.00;54,475,754.00;42,000,000.00;2,988,048,943.00
1508;3072013;17;18;30;35;39;58;2;2,116,897,592.00;115;3,305,459.00;10276;52845;0;64,928,654.00;2,500,000.00;3,088,082,564.00
1509;6072013;1;6;27;46;51;59;0;0;71;2,260,795.00;5633;40708;1,857,998,372.00;27,417,412.00;22,000,000.00;3,130,323,745.00
1510;10072013;1;8;17;44;46;53;1;2,293,305,604.00;95;248,747.00;9101;37093;0;40,363,448.00;2,700,000.00;3,192,510,494.00
1511;13072013;4;8;17;29;31;45;0;0;138;1,188,351.00;7658;30592;302,091,281.00;28,011,126.00;6,500,000.00;3,235,666,393.00
1512;17072013;11;28;35;42;46;58;0;0;94;1,900,923.00;5874;43457;63,125,116.00;30,521,036.00;10,000,000.00;3,282,689,234.00
1513;20072013;17;28;31;56;57;58;0;0;44;4,760,375.00;4837;61861;1,017,092,065.00;35,776,730.00;14,500,000.00;3,337,809,365.00
1514;24072013;16;17;23;42;59;60;1;1,406,140,508.00;66;3,199,966.00;6219;48514;0;36,074,146.00;14,000,000.00;3,393,387,716.00
1515;27072013;4;13;14;18;49;59;1;1,520,059,463.00;111;1,773,226.00;8567;32821;0;33,619,702.00;2,500,000.00;344,518,458.00
1516;31072013;4;18;20;34;45;60;1;258,118,545.00;56;2,502,169.00;3946;50728;0;23,933,796.00;2,500,000.00;3,482,058,659.00
1517;3082013;7;17;38;45;52;56;0;0;60;2,571,014.00;5366;41068;284,164,755.00;26,348,906.00;6,000,000.00;3,522,653,624.00
1518;6082013;8;9;28;41;48;55;0;0;28;3,625,685.00;2892;50147;471,173,763.00;17,340,232.00;6,700,000.00;3,549,369,199.00
1519;8082013;5;6;15;23;56;59;0;0;72;2,154,333.00;5886;37646;1,622,828,225.00;26,494,284.00;21,000,000.00;3,590,188,144.00
1520;10082013;7;31;35;36;46;48;0;0;43;5,344,281.00;5886;55774;2,046,151,575.00;39,252,254.00;25,000,000.00;365,066,291.00
1521;14082013;11;14;18;30;33;39;1;25,313,774.00;134;1,965,733.00;9266;4061;0;44,992,102.00;2,500,000.00;3,719,980,887.00
1522;17082013;5;8;23;32;33;56;0;0;93;164,462.00;6765;32298;281,749,459.00;26,124,950.00;6,000,000.00;3,760,230,811.00
1523;21082013;22;25;31;39;41;44;0;0;61;2,784,683.00;4254;57044;594,659,897.00;29,014,322.00;9,500,000.00;3,804,932,303.00
1524;24082013;2;12;40;46;52;53;0;0;53;3,859,627.00;4637;63021;2,153,214,787.00;34,940,408.00;26,000,000.00;3,858,763,937.00
1525;28082013;2;26;30;35;46;54;0;0;67;3,686,334.00;6260;56363;2,608,186,001.00;42,186,772.00;32,000,000.00;3,923,759,827.00
1526;31082013;10;16;28;47;51;59;1;3,174,627,415.00;149;2,063,737.00;10735;4092;0;52,522,740.00;2,500,000.00;4,004,680,031.00
1527;4092013;16;32;36;42;44;48;0;0;92;1,486,646.00;5439;35923;251,947,373.00;23,361,580.00;5,200,000.00;4,040,672,515.00
1528;6092013;4;13;15;19;36;58;0;0;101;1,259,167.00;7347;24728;48,621,864.00;21,722,580.00;7,500,000.00;407,413,984.00
1529;11092013;11;15;17;34;35;49;1;81,445,824.00;75;237,583.00;6622;3844;0;30,435,704.00;15,000,000.00;4,121,031,213.00
1530;14092013;10;16;28;33;48;53;2;780,014,092.00;138;1,597,307.00;9644;32652;0;37,650,804.00;2,500,000.00;4,179,038,673.00
1531;18092013;12;13;24;41;42;44;0;0;108;1,277,702.00;5944;33164;254,195,377.00;23,570,024.00;5,500,000.00;42,153,523.00
1532;21092013;2;11;23;31;42;44;3;193,441,636.00;91;1,945,514.00;5676;44558;0;30,240,050.00;2,500,000.00;4,261,942,234.00
1533;25092013;13;21;29;34;47;57;0;0;89;150,858.00;5659;33893;247,327,687.00;22,933,224.00;5,200,000.00;4,297,274,762.00
1534;28092013;1;12;28;29;34;48;1;573,461,857.00;89;1,989,261.00;6196;40819;0;30,240,480.00;12,300,000.00;4,343,865,359.00
1535;2102013;8;9;25;41;54;55;0;0;63;3,078,052.00;6058;45728;1,337,686,266.00;33,122,518.00;17,000,000.00;4,394,896,226.00
1536;5102013;13;18;29;32;50;58;0;0;89;2,734,047.00;7408;46924;1,785,926,043.00;41,562,606.00;23,000,000.00;4,458,930,481.00
1537;9102013;6;10;33;50;51;56;1;2,323,237,904.00;209;1,395,616.00;11870;35104;0;49,821,730.00;2,500,000.00;453,568,932.00
1538;11102013;23;27;35;52;53;57;1;216,345,928.00;132;889,735.00;5238;32031;0;20,060,470.00;2,500,000.00;4,566,595,883.00
1539;16102013;8;10;20;26;49;58;0;0;53;2,725,469.00;4366;47264;141,336,391.00;24,673,116.00;17,500,000.00;4,604,609,011.00
1540;19102013;3;17;27;32;47;54;0;0;299;834,081.00;14429;24691;1,872,766,811.00;42,597,696.00;23,000,000.00;4,670,237,998.00
1541;23102013;5;24;37;44;49;58;0;0;205;131,546.00;12026;32034;2,369,526,085.00;46,061,530.00;29,000,000.00;474,120,361.00
1542;26102013;7;11;12;30;39;57;0;0;154;2,086,802.00;11783;38962;2,961,518,777.00;54,891,958.00;37,000,000.00;4,825,773,996.00
1543;30102013;7;15;20;23;30;41;0;0;182;2,137,006.00;13138;42291;367,797,817.00;66,433,014.00;45,000,000.00;492,812,534.00
1544;1112013;2;21;30;35;45;50;0;0;152;2,662,488.00;10385;5567;6,315,544,289.00;69,125,452.00;75,000,000.00;5,034,624,842.00
1545;6112013;4;6;11;24;45;48;1;8,049,910,816.00;680;1,384,579.00;45410;29619;0;160,817,482.00;2,800,000.00;528,239,149.00
1546;9112013;4;17;38;44;53;60;0;0;100;1,735,844.00;6673;37161;319,760,656.00;29,649,502.00;6,500,000.00;5,328,071,585.00
1547;13112013;2;9;10;18;21;28;1;686,742,289.00;227;877,615.00;11559;24621;0;34,028,022.00;2,500,000.00;5,380,497,533.00
1548;16112013;19;41;42;44;47;54;0;0;45;3,103,769.00;3429;58188;257,286,118.00;23,856,610.00;5,700,000.00;5,417,252,694.00
1549;20112013;10;12;16;20;32;53;1;57,727,968.00;66;2,631,982.00;6564;37805;0;29,671,098.00;23,000,000.00;5,462,966,061.00
1550;23112013;9;13;21;27;36;56;1;2,363,473,521.00;229;1,134,956.00;14109;26316;0;44,393,694.00;2,500,000.00;5,531,362,088.00
1551;27112013;2;15;19;21;23;38;1;282,031,651.00;131;1,168,725.00;7631;28661;0;26,151,116.00;3,000,000.00;5,571,652,325.00
1552;30112013;7;18;24;26;39;46;0;0;122;1,369,319.00;7839;30444;307,736,289.00;28,534,554.00;6,500,000.00;5,615,614,653.00
1553;4122013;20;21;22;29;46;60;0;0;48;3,909,263.00;3788;70766;653,397,454.00;32,051,102.00;11,000,000.00;5,664,994,822.00
1554;7122013;30;32;49;50;52;53;0;0;60;3,777,291.00;4098;79006;2,222,236,327.00;38,711,366.00;27,500,000.00;5,724,636,258.00
1555;11122013;2;5;23;33;52;59;0;0;167;1,679,174.00;13033;30737;2,738,803,429.00;47,898,192.00;33,000,000.00;579,843,156.00
1556;14122013;1;4;7;10;11;52;0;0;549;612,583.00;26705;1799;3,358,318,067.00;57,443,904.00;40,000,000.00;5,886,933,652.00
1557;17122013;4;16;18;31;45;46;0;0;123;2,061,258.00;8744;41421;3,825,355,838.00;43,305,632.00;44,000,000.00;5,953,653,335.00
1558;19122013;7;15;17;31;42;54;0;0;186;1,864,494.00;11538;42938;4,464,190,275.00;59,235,314.00;53,000,000.00;6,044,915,398.00
1559;21122013;8;12;16;29;37;58;1;51,491,466.00;317;1,172,976.00;16431;32328;0;63,511,922.00;200,000,000.00;7,982,538,473.00
1560;31122013;20;30;36;38;47;53;4;5,616,946,502.00;1147;387,012.00;90376;70167;0;758,218,978.00;1,500,000.00;0
1561;2012014;23;26;28;54;55;60;0;0;20;2,591,428.00;1669;44362;95,473,658.00;8,852,704.00;3,000,000.00;13,639,097.00
1562;4012014;10;12;23;37;47;51;0;0;59;2,200,762.00;4384;42311;334,661,751.00;22,178,488.00;5,800,000.00;47,808,826.00
1563;9012014;1;6;13;20;36;43;1;687,262,583.00;202;947,583.00;10395;26305;0;32,694,576.00;2,500,000.00;98,180,374.00
1564;11012014;25;38;44;46;53;54;1;321,990,628.00;71;24,619.00;5602;44574;0;29,856,274.00;9,000,000.00;144,179,038.00
1565;15012014;18;37;39;41;43;51;0;0;52;3,875,407.00;5157;55824;1,005,610,918.00;34,421,316.00;15,000,000.00;197,210,922.00
1566;18012014;5;6;11;32;36;60;1;1,479,126,361.00;133;1,932,716.00;8797;41743;0;43,906,268.00;2,500,000.00;264,855,987.00
1567;22012014;2;15;30;38;48;53;0;0;59;2,522,212.00;4463;47633;274,124,619.00;25,417,944.00;6,000,000.00;304,016,648.00
1568;25012014;19;24;25;28;42;58;0;0;103;1,825,537.00;7192;37349;620,496,236.00;32,116,978.00;10,000,000.00;353,498,309.00
1569;29012014;5;15;18;31;42;53;0;0;81;2,556,862.00;6718;4404;216,281,854.00;35,375,222.00;27,000,000.00;407,999,849.00
1570;1022014;15;18;24;42;46;56;0;0;225;1,323,154.00;11903;3573;2,711,231,039.00;50,851,026.00;34,000,000.00;486,344,493.00
1571;5022014;3;29;32;46;55;60;0;0;176;2,046,775.00;11857;43402;3,374,817,178.00;61,530,392.00;41,000,000.00;581,142,514.00
1572;8022014;20;27;42;45;46;47;0;0;93;4,672,409.00;11613;53454;4,175,274,675.00;74,221,658.00;50,000,000.00;695,493,586.00
1573;12022014;7;16;21;35;36;38;0;0;230;2,307,678.00;19015;39875;5,153,001,398.00;90,658,778.00;62,000,000.00;835,168,834.00
1574;15022014;6;27;28;33;46;48;0;0;459;1,431,871.00;29794;31512;9,004,231,382.00;112,259,582.00;105,000,000.00;1,008,123,788.00
1575;19022014;1;4;5;14;45;56;1;11,150,390,249.00;709;1,643,241.00;42590;39078;0;199,000,534.00;3,000,000.00;1,314,717,913.00
1576;22022014;13;15;21;26;30;46;0;0;88;21,264.00;5886;45416;344,700,508.00;31,962,026.00;7,000,000.00;1,363,960,844.00
1577;26022014;11;14;25;32;51;59;1;759,972,182.00;86;2,621,316.00;6004;53638;0;38,505,670.00;2,500,000.00;142,328,537.00
1578;1032014;3;6;30;37;53;56;0;0;107;1,680,181.00;6347;40464;331,172,497.00;30,707,654.00;5,000,000.00;1,470,595,728.00
1579;5032014;25;34;40;49;51;60;0;0;23;4,774,872.00;2180;71967;2,695,515,145.00;18,758,424.00;33,000,000.00;1,499,496,269.00
1580;8032014;1;6;14;17;33;36;2;1,677,624,336.00;378;947,463.00;20400;25079;0;61,173,162.00;2,500,000.00;1,593,743,915.00
1581;12032014;14;15;25;30;31;34;0;0;41;41,234.00;4202;57475;311,425,213.00;28,876,606.00;7,000,000.00;1,638,233,233.00
1582;15032014;1;4;13;17;38;48;1;734,387,535.00;125;1,836,865.00;10807;30351;0;39,218,778.00;3,000,000.00;1,698,656,423.00
1583;19032014;2;9;17;18;45;47;0;0;130;1,272,186.00;7907;2988;304,655,039.00;28,248,848.00;6,500,000.00;1,742,178,573.00
1584;22032014;3;22;27;28;50;54;0;0;97;2,246,684.00;7379;4219;2,026,242,125.00;37,223,782.00;25,000,000.00;1,799,528,133.00
1585;26032014;2;43;47;48;49;55;0;0;103;286,563.00;8235;51203;2,569,957,697.00;50,415,508.00;33,000,000.00;1,877,201,788.00
1586;29032014;8;39;43;46;47;58;0;0;150;2,505,284.00;10556;50857;326,220,734.00;64,188,188.00;40,000,000.00;1,976,094,596.00
1587;2042014;8;19;21;30;52;56;0;0;179;2,522,163.00;12440;51845;4,093,857,457.00;77,113,964.00;50,000,000.00;2,094,901,756.00
1588;5042014;23;29;32;36;45;49;2;255,419,421.00;353;1,560,186.00;21216;37084;0;94,071,416.00;2,500,000.00;2,239,834,752.00
1589;9042014;4;5;11;19;41;51;0;0;87;1,946,478.00;7815;30955;2,445,379,807.00;28,925,144.00;30,000,000.00;2,284,398,851.00
1590;12042014;7;20;34;40;44;55;0;0;89;3,793,198.00;8050;5991;3,067,264,509.00;57,663,666.00;38,000,000.00;2,373,239,524.00
1591;16042014;4;10;23;33;38;55;1;376,263,069.00;278;1,357,858.00;16180;33329;0;64,477,166.00;2,000,000.00;2,472,577,552.00
1592;19042014;31;36;38;41;42;49;0;0;23;5,742,597.00;2341;806;243,304,761.00;22,560,202.00;5,000,000.00;2,507,335,376.00
1593;23042014;4;9;17;18;21;38;1;525,929,204.00;136;1,128,123.00;8689;25224;0;26,206,082.00;3,000,000.00;2,547,710,298.00
1594;26042014;6;7;8;23;43;53;0;0;71;2,470,801.00;6341;39522;1,684,850,895.00;29,964,214.00;22,000,000.00;2,593,875,261.00
1595;30042014;2;5;8;42;46;59;2;1,097,575,152.00;236;1,173,812.00;12387;31948;0;47,317,026.00;2,000,000.00;2,666,775,178.00
1596;3052014;1;5;7;10;12;45;1;28,269,931.00;380;403,856.00;16970;12919;0;26,213,024.00;3,000,000.00;2,707,160,795.00
1597;7052014;5;10;16;44;50;52;0;0;57;2,891,482.00;5638;41761;303,605,624.00;28,151,542.00;7,000,000.00;2,750,533,029.00
1598;10052014;29;31;36;42;47;53;0;0;121;1,782,991.00;6776;45484;701,025,078.00;36,850,340.00;12,000,000.00;2,807,307,237.00
